Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
PROV75;Port-Aux-Basques;;;;;;;;;;;;;
PROV69;Petit-Sault;;;;;;;;;;;;;
PROV683;Walbrzych;;;;;;;;;;;;;
PROV43;Clarksville;;;;;;;;;;;;;
PROV134;Fort Parker;;;;;;;;;;;;;
PROV135;Llano Estacado;;;;;;;;;;;;;
PROV85;Sonoma;;;;;;;;;;;;;
urban;Urban;;;;;;;;;;;;;
FRA_1901;Houet;;;;;;;;;;;;;
ASH_1910;Volta;;;;;;;;;;;;;
PROV474;Crunha;;;;;;;;;;;;
PROV476;Vigo;;;;;;;;;;;;
PROV155;Fort Snelling;;;;;;;;;;;;;
PROV156;Fort Renville;;;;;;;;;;;;;
PROV157;Fort Ripley;;;;;;;;;;;;;
PROV92;Kullyspell;;;;;;;;;;;;;
PROV93;Fort Hall;;;;;;;;;;;;;
PROV123;Fort Robidoux;;;;;;;;;;;;;
PROV124;Bordeaux's Post;;;;;;;;;;;;;
PROV125;Fontenelle's Post;;;;;;;;;;;;;
PROV126;Fort Leavenworth;;;;;;;;;;;;;
PROV127;Fort Mann;;;;;;;;;;;;;
PROV113;Gallatin Valley;;;;;;;;;;;;;
PROV117;Fort Clark;;;;;;;;;;;;;
PROV118;Fort James;;;;;;;;;;;;;
PROV119;Fort Union;;;;;;;;;;;;;
PROV122;Fort Pierre;;;;;;;;;;;;;
PROV121;Fort Cedar;;;;;;;;;;;;;
PROV120;Fort Kiowa;;;;;;;;;;;;;
PROV114;Fort Owen;;;;;;;;;;;;;
PROV115;Fort Benton;;;;;;;;;;;;;
PROV116;Fort Van Buren;;;;;;;;;;;;;
PROV131;Fort Washita;;;;;;;;;;;;;
PROV130;Fort Gibson;;;;;;;;;;;;;
PROV111;Fort Bonneville;;;;;;;;;;;;;
PROV112;Fort Laramie;;;;;;;;;;;;;
PROV106;Bent's Fort;;;;;;;;;;;;;
PROV2702;Alty-Kuduk;;;;;;;;;;;;;
PROV686;Merv;;;;;;;;;;;;;
BUR_1334;Tagaung;;;;;;;;;;;;;
PROV579;Neuwied;;;;;;;;;;;;;
PROV574;Coblenz;;;;;;;;;;;;;
PROV547;Greifswald;;;;;;;;;;;;;
PROV57;Bytown;;;;;;;;;;;;;
PROV2036;Mzizima;;;;;;;;;;;;;
PROV2681;Taipei;;;;;;;;;;;;;
PROV1485;Tainan;;;;;;;;;;;;;
PROV2562;Taitung;;;;;;;;;;;;;
PROV1743;Nothoorn;;;;;;;;;;;;;
PROV1738;al-Jaghbub;;;;;;;;;;;;;
PROV2585;al-Jawf;;;;;;;;;;;;;
PROV1742;Wath;;;;;;;;;;;;;
PROV1744;Sabha;;;;;;;;;;;;;
PROV2016;Mpika;;;;;;;;;;;;;
PROV2017;Mwansabombwe;;;;;;;;;;;;;
PROV3104;Lake Nyasa;;;;;;;;;;;;;
PROV702;Ilyvó;;;;;;;;;;;;;
PROV952;Hunyadierod;;;;;;;;;;;;;
PROV2605;Ngaanyatjarraku;;;;;;;;;;;;;
PROV2601;Wilkinkarra;;;;;;;;;;;;;
PROV2495;Tirari;;;;;;;;;;;;;
PROV1990;Kindu;;;;;;;;;;;;;
PROV1991;Rusozi;;;;;;;;;;;;;
PROV2603;Chanamee;;;;;;;;;;;;;
PROV2501;Stuurjelgi;;;;;;;;;;;;
PROV2604;Sludduløsdiku;;;;;;;;;;;;
PROV2505;Vilkestivii;;;;;;;;;;;;;
PROV2506;Kjeduunagu;;;;;;;;;;;;
PROV2507;Mparntwe;;;;;;;;;;;;;
PROV2468;Óðinsbörg;;;;;;;;;;;;
PROV2469;Jarnkastalækur;;;;;;;;;;;;
PROV2471;Skollótthæðir;;;;;;;;;;;;;
PROV2470;Hákarlhöfn;;;;;;;;;;;;
PROV2472;Gróskuklájur;;;;;;;;;;;;
PROV2473;Kraekjunlanða;;;;;;;;;;;;
PROV2474;Risandisól;;;;;;;;;;;;
PROV2476;Járnfløabörg;;;;;;;;;;;;
PROV2477;Skalalond;;;;;;;;;;;;
PROV2478;Hvildarstaður;;;;;;;;;;;;
PROV2479;Vesturhafnárflói;;;;;;;;;;;;
PROV2480;Neydárkallárhæðir;;;;;;;;;;;;
PROV2481;Hjártanstad;;;;;;;;;;;;
PROV2482;Fjárlæg Eyja;;;;;;;;;;;;;
PROV2483;Þórsbörg;;;;;;;;;;;;
PROV2484;Fulltagulli;;;;;;;;;;;;
PROV2485;Grænarjarðir;;;;;;;;;;;;
PROV2486;Garðabörg;;;;;;;;;;;;
PROV2487;Hrækjælði;;;;;;;;;;;;
PROV2488;Køhvutvedd;;;;;;;;;;;;
PROV2490;Charleville;;;;;;;;;;;;
PROV2491;Ástríðahöfn;;;;;;;;;;;;
PROV2492;Eyreskági;;;;;;;;;;;;
PROV2493;Steinnfiskihöfn;;;;;;;;;;;;
PROV2494;Videndafløabörg;;;;;;;;;;;;
PROV2496;Vatnslauslettur;;;;;;;;;;;;;
PROV2498;Járnabustad;;;;;;;;;;;;
PROV2504;Vønarinnárlond;;;;;;;;;;;;
ENG_2468;Stórskogálond;;;;;;;;;;;;
ENG_2476;Vestalanðid;;;;;;;;;;;;
ENG_2483;Kónungslond;;;;;;;;;;;;
ENG_2491;Strönðmárgragola;;;;;;;;;;;;
ENG_2497;Semnyradeyjunlanða;;;;;;;;;;;;
ENG_2505;Northern Territory;;;;;;;;;;;;
RUS_973;Kherson-Zaporizhia;;;;;;;;;;;;;
RUS_955;Yekaterinoslav;;;;;;;;;;;;;
PROV674;Kjustenca;;;;;;;;;;;;
PROV675;Tultshija;;;;;;;;;;;;
PROV976;Cyltigzlek;;;;;;;;;;;;
PROV3107;Lake Baikal;;;;;;;;;;;;;
PROV2589;Tsushima;;;;;;;;;;;;;
PROV1724;Shetland;;;;;;;;;;;;;
PROV1858;Asaita;;;;;;;;;;;;;
australia_new_zealand;Oceania;;;;;;;;;;;;;
polynesia;Polynesia;;;;;;;;;;;;;
desert;Desert;;;;;;;;;;;;;
semidesert;Semidesert;;;;;;;;;;;;;
small_island;Island;;;;;;;;;;;;;
coral_island;Atoll;;;;;;;;;;;;;
forest;Forest;;;;;;;;;;;;;
boreal;Taiga;;;;;;;;;;;;;
arctic;Tundra;;;;;;;;;;;;;
plains;Grassland;;;;;;;;;;;;;
hills;Grassland Hills;;;;;;;;;;;;;
dryhills;Dry Grassland Hills;;;;;;;;;;;;;
mountain;Montane Grassland;;;;;;;;;;;;;
montane_tundra;Alpine Tundra;;;;;;;;;;;;;
montane_forest;Montane Forest;;;;;;;;;;;;;
savanna;Savanna;;;;;;;;;;;;;
PROV305;Tråante;;;;;;;;;;;;;
PROV306;Bådåddjo;;;;;;;;;;;;;
PROV307;Romsa;;;;;;;;;;;;
PROV318;Orrestaare;;;;;;;;;;;;
PROV319;Staare;;;;;;;;;;;;
PROV320;Ubmeje;;;;;;;;;;;;
PROV321;Luleju;;;;;;;;;;;;
PROV340;Kotka;;;;;;;;;;;;
PROV345;Turun;;;;;;;;;;;;
PROV346;Mustasaari;;;;;;;;;;;;
PROV348;Ahvenanmaa;;;;;;;;;;;;
PROV349;Harju;;;;;;;;;;;;
PROV351;Pärnu;;;;;;;;;;;;;
PROV352;Tartu;;;;;;;;;;;;
PROV353;Kuressaare;;;;;;;;;;;;;
PROV354;Rigõ;;;;;;;;;;;;
PROV355;Lemsalu;;;;;;;;;;;;;
PROV356;Olysta;;;;;;;;;;;;;
PROV357;Jalgab;;;;;;;;;;;;;
PROV358;Kuldiga;;;;;;;;;;;;;
PROV359;Liepõ;;;;;;;;;;;;;
PROV360;Vilnõ;;;;;;;;;;;;;
PROV361;Kõns;;;;;;;;;;;;;
PROV362;Marianelinn;;;;;;;;;;;;;
PROV363;Paneveži;;;;;;;;;;;;;
PROV364;Sõle;;;;;;;;;;;;;
PROV365;Palõga;;;;;;;;;;;;;
PROV375;Aakustêll;;;;;;;;;;;;
PROV376;Rottedaam;;;;;;;;;;;;
PROV377;Doarestêd;;;;;;;;;;;;
PROV378;Middelburch;;;;;;;;;;;;
PROV379;Einpletse;;;;;;;;;;;;
PROV380;Breedaa;;;;;;;;;;;;
PROV381;Limburch;;;;;;;;;;;;;
PROV382;Arnhim;;;;;;;;;;;;
PROV383;Grins;;;;;;;;;;;;
PROV384;Swol;;;;;;;;;;;;
PROV385;Ljouwert;;;;;;;;;;;;
PROV386;Drinte;;;;;;;;;;;;
PROV387;Broeksjel;;;;;;;;;;;;;
PROV393;Bergen;;;;;;;;;;;;;
PROV391;Hasselt;;;;;;;;;;;;
PROV392;Namouer;;;;;;;;;;;;
PROV394;Karlskönig;;;;;;;;;;;;
PROV395;Lüttich;;;;;;;;;;;;
PROV396;Eupen;;;;;;;;;;;;;
PROV533;Lun;;;;;;;;;;;;
PROV543;Oamde;;;;;;;;;;;;
PROV693;Turnstadt;;;;;;;;;;;;
PROV694;Grõdetsen;;;;;;;;;;;;;
PROV695;Küningmegi;;;;;;;;;;;;
PROV696;Elnalinn;;;;;;;;;;;;
PROV697;Kõrvetsen;;;;;;;;;;;;
PROV698;Klaped;;;;;;;;;;;;
PROV707;Rebalädel;;;;;;;;;;;;
PROV708;Plukkõnen;;;;;;;;;;;;
PROV945;Vitsabask;;;;;;;;;;;;
PROV982;Aanaar;;;;;;;;;;;;
PROV983;Käddluhtt;;;;;;;;;;;;
PROV984;Kemi;;;;;;;;;;;;;
PROV988;Puudoži;;;;;;;;;;;;;
PROV992;Cerepovec;;;;;;;;;;;;
PROV994;Nevanlinna;;;;;;;;;;;;
PROV996;Laugaz;;;;;;;;;;;;
PROV997;Vopskiliin;;;;;;;;;;;;
PROV998;Tiheverä;;;;;;;;;;;;
PROV999;Ržev;;;;;;;;;;;;
PROV1000;Staric;;;;;;;;;;;;
PROV1003;Sur' Uz'lidn;;;;;;;;;;;;
PROV1004;Tihvin;;;;;;;;;;;;
PROV1005;Borovici;;;;;;;;;;;;
PROV1006;Saarõliin;;;;;;;;;;;;
PROV1007;Lovatijõgiliin;;;;;;;;;;;;
PROV2587;Kuâlõk;;;;;;;;;;;;
PROV2709;Gulf of Rigõ;;;;;;;;;;;;
PROV2714;Nevajärvi;;;;;;;;;;;;
PROV3326;Butsiek;;;;;;;;;;;;;
PROV3327;Gelints;;;;;;;;;;;;;
PROV3328;Eustratii;;;;;;;;;;;;;
PROV3329;Lütsen;;;;;;;;;;;;;
PROV3366;Telshõ;;;;;;;;;;;;;
PROV3383;Turnheut;;;;;;;;;;;;;
PROV3419;Toropec;;;;;;;;;;;;;
PROV3423;Kuolka;;;;;;;;;;;;;
PROV3343;Leiwen;;;;;;;;;;;;;
NET_375;Hollân;;;;;;;;;;;;
NET_379;Seelân;;;;;;;;;;;;;
NET_381;Gelderland;;;;;;;;;;;;
NET_385;Fryslân;;;;;;;;;;;;
HAN_540;West-Fryslân;;;;;;;;;;;;;
PROV540;Ooldenbuurich;;;;;;;;;;;;
PRU_695;Ostpreu?n;;;;;;;;;;;;
RUS_1003;Sur' Uz'lidn;;;;;;;;;;;;
PROV1377;Da Nang;;;;;;;;;;;;;
PROV1714;Santa Rosa;;;;;;;;;;;;;
PROV2631;Unalakleet;;;;;;;;;;;;;
PROV631;Berén;;;;;;;;;;;;;
PROV1780;Dibër;;;;;;;;;;;;;
PROV2371;Uquia;;;;;;;;;;;;;
PROV2953;New York Bight;;;;;;;;;;;;;
PROV2954;Chesapeake Bay;;;;;;;;;;;;;
PROV1930;Idah;;;;;;;;;;;;;
PROV1937;Wukari;;;;;;;;;;;;;
PROV1936;Nsukka;;;;;;;;;;;;;
PROV2697;Jingkiri;;;;;;;;;;;;;
PROV1081;Yakesa;;;;;;;;;;;;;
RUS_1072;Hailanpao;;;;;;;;;;;;;
PROV1085;Hailanpao;;;;;;;;;;;;;
PROV1600;Urumqi;;;;;;;;;;;;;
PROV2839;Gulf of Patience;;;;;;;;;;;;;
PROV2831;Soya Strait;;;;;;;;;;;;;
PROV2830;East Sea;;;;;;;;;;;;;
PROV1557;Xining;;;;;;;;;;;;;
PROV2329;Araucanía;;;;;;;;;;;;;
PROV2326;Aconcagua;;;;;;;;;;;;;
PROV2406;Penghu;;;;;;;;;;;;;
PROV2113;uMgungundlovu;;;;;;;;;;;;;
PROV2110;Tsaneng;;;;;;;;;;;;;
PROV2058;Moyo;;;;;;;;;;;;;
PROV2050;Manjakazi;;;;;;;;;;;;;
POR_2049;Gaza;;;;;;;;;;;;;
PROV2049;Inkomati;;;;;;;;;;;;;
POR_2060;Moçambique;;;;;;;;;;;;;
PROV2088;O'okiep;;;;;;;;;;;;;
PROV2558;Emthanjeni;;;;;;;;;;;;;
PROV2093;Hantam;;;;;;;;;;;;;
PROV2084;Nomabeb;;;;;;;;;;;;;
PROV2081;Luhonono;;;;;;;;;;;;;
PROV2082;Epako;;;;;;;;;;;;;
PROV2080;Otjivanda;;;;;;;;;;;;;
PROV1788;Kahone;;;;;;;;;;;;;
PROV1540;Nantong;;;;;;;;;;;;;
PROV2526;Aono Raina;;;;;;;;;;;;;
TIB_1591;Tibetan Plateau;;;;;;;;;;;;;
PEU_2289;Oriente;;;;;;;;;;;;;
PROV2382;Laboulaye;;;;;;;;;;;;;
PROV1071;Qeshm;;;;;;;;;;;;;
PROV2786;Gulf of Oman;;;;;;;;;;;;;
PROV2787;Hormuz Strait;;;;;;;;;;;;;
PROV45;Marigot;;;;;;;;;;;;;
PROV2236;Philipsburg;;;;;;;;;;;;;
PEU_2297;Cusco;;;;;;;;;;;;;
PROV110;Rock Springs;;;;;;;;;;;;;
PROV1387;Kelang;;;;;;;;;;;;;
PROV1385;Tanjung Puteri;;;;;;;;;;;;;
PROV88;Northern Mojave;;;;;;;;;;;;;
CAN_18;New Caledonia;;;;;;;;;;;;;
ALD_1714;Saoura;;;;;;;;;;;;;
PROV2590;Ceuta;;;;;;;;;;;;;
PROV3236;Anam a Cheper;;;;;;;;;;;;;
PROV641;Pest;;;;;;;;;;;;;
PROV2632;Kwangchowan;;;;;;;;;;;;;
PROV1495;Maoming;;;;;;;;;;;;;
PROV1644;Meakan;;;;;;;;;;;;;
PROV2224;Antigua & Barbuda;;;;;;;;;;;;;
PROV2220;Turks & Caicos;;;;;;;;;;;;;
CHI_1082;Guanwai;;;;;;;;;;;;;
PROV2591;Tranquebar;;;;;;;;;;;;;
PROV2625;North West River;;;;;;;;;;;;;
PROV2580;Uz' Ladog;;;;;;;;;;;;;
PROV995;Äänislinna;;;;;;;;;;;;;
PROV965;Jarson;;;;;;;;;;;;;
PROV1048;Yekaterinodar;;;;;;;;;;;;;
PROV1045;Migulinskaya;;;;;;;;;;;;;
PROV950;Ungvár;;;;;;;;;;;;;
RUS_1185;Zhetysu;;;;;;;;;;;;;
RUS_2618;Magadan;;;;;;;;;;;;;
RUS_2621;Kolyma;;;;;;;;;;;;;
RUS_2590;Chukotka;;;;;;;;;;;;;
RUS_1070;Yeniseysk;;;;;;;;;;;;;
RUS_2694;Evenkiysk;;;;;;;;;;;;;
RUS_2615;Northern Yeniseysk;;;;;;;;;;;;;
RUS_1065;Yamalia;;;;;;;;;;;;;
RUS_2653;Khanty-Mansi;;;;;;;;;;;;;
PROV2634;Beringovsky;;;;;;;;;;;;;
PROV2661;Belebino;;;;;;;;;;;;;
PROV2660;Seymchan;;;;;;;;;;;;;
PROV2620;Susuman;;;;;;;;;;;;;
PROV2639;al-Qurayyat;;;;;;;;;;;;;
PROV2665;Sambas;;;;;;;;;;;;;
PROV2647;Lifau;;;;;;;;;;;;;
PROV1080;Chumikan;;;;;;;;;;;;;
PROV2671;Barguzin;;;;;;;;;;;;;
PROV2670;Verkhneudinsk;;;;;;;;;;;;;
PROV2662;Animas;;;;;;;;;;;;;
PROV1073;Gizhiga;;;;;;;;;;;;;
PROV1076;Nizhneudinsk;;;;;;;;;;;;;
PROV2645;Bodaybo;;;;;;;;;;;;;
PROV2693;Essey;;;;;;;;;;;;;
PROV2677;Ilimsk;;;;;;;;;;;;;
PROV2675;Erbogachen;;;;;;;;;;;;;
PROV2701;Kansk;;;;;;;;;;;;;
PROV1070;Yeniseysk;;;;;;;;;;;;;
PROV2656;Baikit;;;;;;;;;;;;;
PROV2651;Mirny;;;;;;;;;;;;;
PROV2674;Abakan;;;;;;;;;;;;;
PROV2682;Obdorsk;;;;;;;;;;;;;
PROV2646;Surgut;;;;;;;;;;;;;
PROV2690;Akrotiri & Dhekelia;;;;;;;;;;;;;
PROV2685;Verkhoturye;;;;;;;;;;;;;
PROV2614;Shadrinsk;;;;;;;;;;;;;
PROV2658;Kurgan;;;;;;;;;;;;;
PROV2683;Narym;;;;;;;;;;;;;
PROV2613;Nadym;;;;;;;;;;;;;
PROV2659;Khalmer-Sede;;;;;;;;;;;;;
PROV2698;Kuznetsk;;;;;;;;;;;;;
PROV2691;Minusk;;;;;;;;;;;;;
PROV2657;Dudinka;;;;;;;;;;;;;
PROV1065;Nyagan;;;;;;;;;;;;;
PROV2686;Kainsk;;;;;;;;;;;;;
PROV1696;Tarfalia;;;;;;;;;;;;;
PROV1782;Zemmour;;;;;;;;;;;;;
ENG_1251;West Bengal;;;;;;;;;;;;;
ENG_1252;East Bengal;;;;;;;;;;;;;
PROV1290;Umerkot;;;;;;;;;;;;;
USA_1;Alyaska;;;;;;;;;;;;;
KOK_1190;Alay;;;;;;;;;;;;;
PROV892;Fermak'aghak;;;;;;;;;;;;;
PROV924;Barderk’ag;;;;;;;;;;;;;
PROV925;Sulaymania;;;;;;;;;;;;;
PROV1110;Chihriq;;;;;;;;;;;;;
PROV2414;T'erakghzi;;;;;;;;;;;;;
PROV914;Trablos;;;;;;;;;;;;;
PROV1469;Uriankhai;;;;;;;;;;;;;
PROV1181;Akmolinsk;;;;;;;;;;;;;
PROV3106;Lake Balkhash;;;;;;;;;;;;;
PROV2606;Balkhash;;;;;;;;;;;;;
ARG_2384;Córdoba de Argentina;;;;;;;;;;;;;
ARG_2393;La Pampa;;;;;;;;;;;;;
PROV1391;Kota Kubang Labu;;;;;;;;;;;;;
PROV1382;Hà Tiên;;;;;;;;;;;;;
RUS_1048;Circassia;;;;;;;;;;;;;
PROV1049;Ubykhia;;;;;;;;;;;;;
PROV689;Tessény;;;;;;;;;;;;;
PROV1773;Zawerat;;;;;;;;;;;;;
PROV1178;Sana'a;;;;;;;;;;;;;
PROV972;Yekaterinoslav;;;;;;;;;;;;;
PROV1041;Elista;;;;;;;;;;;;;
PROV745;Livorno;;;;;;;;;;;;;
PROV2436;Salvador da Bahia;;;;;;;;;;;;;
BRZ_2408;Grão - Pará;;;;;;;;;;;;;
BRZ_2428;Nordeste;;;;;;;;;;;;;
PROV2423;Vila da Palma;;;;;;;;;;;;;
PROV2426;Vila do Poti;;;;;;;;;;;;;
NEJ_1156;Ha'il;;;;;;;;;;;;;
KOR_1624;Hanseong;;;;;;;;;;;;;
PROV3101;Lake Chad;;;;;;;;;;;;;
PROV3102;Ukerewe;;;;;;;;;;;;;
PROV1845;Bahr el Ghazal;;;;;;;;;;;;;
PROV2070;Umtali;;;;;;;;;;;;;
PROV2581;Chiconono;;;;;;;;;;;;;
PROV2516;Whakatu;;;;;;;;;;;;;
PROV2515;Otautahi;;;;;;;;;;;;;
PROV2513;Otepoti;;;;;;;;;;;;;
PROV2512;Te Upoko-o-te-Ika;;;;;;;;;;;;;
PROV2511;Ahuriri;;;;;;;;;;;;;
PROV2510;Ngamotu;;;;;;;;;;;;;
PROV1624;Hanseong;;;;;;;;;;;;;
PROV2622;Bar-le-Duc;;;;;;;;;;;;;
PROV405;Karlschtadt;;;;;;;;;;;;
PROV2086;Aixa-aibes;;;;;;;;;;;;;
PROV2079;Otjozondjii;;;;;;;;;;;;;
PROV2078;Otjomuise;;;;;;;;;;;;;
PROV1481;Lüshun;;;;;;;;;;;;;
PROV2083;Ezorongondo;;;;;;;;;;;;;
PROV1019;Voronezh;;;;;;;;;;;;;
PROV3246;Saint Barths;;;;;;;;;;;;;
PROV82;Grande Ronde;;;;;;;;;;;;;
PROV81;Oregon City;;;;;;;;;;;;;
PROV83;Fort Umpqua;;;;;;;;;;;;;
PROV78;Fort Nisqually;;;;;;;;;;;;;
PROV2101;Thaba Nchu;;;;;;;;;;;;;
PROV2102;Qwa-Qwa;;;;;;;;;;;;;
PROV2103;Lephoi;;;;;;;;;;;;;
PROV2094;Griqualand;;;;;;;;;;;;;
TRN_2108;Tky-Gariep;;;;;;;;;;;;;
PROV2107;Makwasi;;;;;;;;;;;;;
PROV2106;Saan;;;;;;;;;;;;;
PROV2105;Ga-Rankuwa;;;;;;;;;;;;;
PROV2109;Ga-Riba;;;;;;;;;;;;;
PROV2112;Emnambithi;;;;;;;;;;;;;
ORA_2103;Basutoland;;;;;;;;;;;;;
ZUL_2113;Zululand;;;;;;;;;;;;;
PROV1152;Jeddah;;;;;;;;;;;;;
PROV13;New Westminster;;;;;;;;;;;;;
PROV17;Stikine;;;;;;;;;;;;;
CAN_19;New Caledonia;;;;;;;;;;;;;
PROV20;Okanagan;;;;;;;;;;;;;
PROV21;Kootenay;;;;;;;;;;;;;
PROV44;Tecpantepec;;;;;;;;;;;;;
CAN_46;Upper Canada;;;;;;;;;;;;;
CAN_50;Northern Ontario;;;;;;;;;;;;;
CAN_58;Lower Canada;;;;;;;;;;;;;
CAN_60;Northern Quebec;;;;;;;;;;;;;
ENG_68;Maritimes;;;;;;;;;;;;;
MEX_94;Nevada;;;;;;;;;;;;;
MEX_97;Utah;;;;;;;;;;;;;
USA_201;Georgia;;;;;;;;;;;;;
USA_205;South Carolina;;;;;;;;;;;;;
ENG_258;Connacht;;;;;;;;;;;;;
ENG_263;Leinster;;;;;;;;;;;;;
SWE_322;Stockholm;;;;;;;;;;;;;
SWE_329;Göteborg;;;;;;;;;;;;;
SWE_334;Malmö;;;;;;;;;;;;;
RUS_343;Uusimaa;;;;;;;;;;;;;
RUS_345;Varsinais-Suomi;;;;;;;;;;;;;
RUS_360;Lithuania;;;;;;;;;;;;;
HOL_369;Holstein;;;;;;;;;;;;;
SCH_370;Schleswig;;;;;;;;;;;;;
HAN_534;Hannover;;;;;;;;;;;;;
PRU_544;Mecklenburg;;;;;;;;;;;;;
PRU_575;Rheinland;;;;;;;;;;;;;
BAV_599;Bayern;;;;;;;;;;;;;
SPA_610;Caroline Islands;;;;;;;;;;;;;
AUS_652;Banat;;;;;;;;;;;;;
AUS_654;Western Transylvania;;;;;;;;;;;;;
AUS_657;Eastern Transylvania;;;;;;;;;;;;;
MOL_676;Bessarabia;;;;;;;;;;;;;
PRU_682;Schlesien;;;;;;;;;;;;;
AUS_702;Galicia-Lodomeria;;;;;;;;;;;;;
PROV616;Kiskasta;Kiskasta;Kiskasta;;Kiskasta;;;;;;;;
PROV662;Újerderod;;;;;;;;;;;;;
PROV665;Zsilvásárhely;;;;;;;;;;;;;
PROV666;Királyivár;;;;;;;;;;;;;
PROV704;Újszandec;;;;;;;;;;;;;
PROV714;Tövisvár;;;;;;;;;;;;;
PROV784;Máriavár;;;;;;;;;;;;;
PROV955;Köveshely;;;;;;;;;;;;;
RUS_706;Masovia;;;;;;;;;;;;;
PROV711;Siedlce;;;;;;;;;;;;;
RUS_715;West Galicia;;;;;;;;;;;;;
PROV663;Suceava;;;;;;;;;;;;
PROV664;Bukuria;;;;;;;;;;;;
PROV667;Targovica;;;;;;;;;;;;
PROV668;Braleva;;;;;;;;;;;;
PROV669;Liceresta;;;;;;;;;;;;
PROV670;Iasitarga;;;;;;;;;;;;
PROV671;Delavani;;;;;;;;;;;;
PROV672;Bakova;;;;;;;;;;;;
PROV676;Kisenova;;;;;;;;;;;;
PROV678;Lukovisji;;;;;;;;;;;;
PROV679;Kòlbrzég;;;;;;;;;;;;
PROV680;Kolín;;;;;;;;;;;;
PROV681;Kostrzyn;;;;;;;;;;;;
PROV682;Wroclaw;;;;;;;;;;;;
PROV684;Opole;;;;;;;;;;;;
PROV685;Eloreszerod;;;;;;;;;;;;
PROV687;Zgorzelec;;;;;;;;;;;;
PROV690;Gdunsk;;;;;;;;;;;;
PROV691;Tëchòlô;;;;;;;;;;;;
PROV692;Wôlcz;;;;;;;;;;;;
PROV699;Poznan;;;;;;;;;;;;
PROV700;Bydgoszcz;;;;;;;;;;;;
PROV703;Álmosvár;;;;;;;;;;;;
PROV705;Határváros;;;;;;;;;;;;
PROV706;Warsaw;;;;;;;;;;;;
PROV709;Lomza;;;;;;;;;;;;
PROV710;Skierniewice;;;;;;;;;;;;
PROV712;Fuzfafehérvár;;;;;;;;;;;;
PROV713;Régitelepülés;;;;;;;;;;;;
PROV715;Magasdomberod;;;;;;;;;;;;
PROV716;Sarjadóföld;;;;;;;;;;;;
PROV717;Kalisz;;;;;;;;;;;;
PROV719;Bialystok;;;;;;;;;;;;;
PROV748;Grosseto;;;;;;;;;;;;;
SAR_765;Sardinia & Corsica;;;;;;;;;;;;;
FRA_801;Tahiti;;;;;;;;;;;;;
TUR_805;Southern Macedonia;;;;;;;;;;;;;
TUR_806;Northern Macedonia;;;;;;;;;;;;;
TUR_809;Eastern Rumelia;;;;;;;;;;;;;
TUR_823;Eastern Macedonia;;;;;;;;;;;;;
PROV829;Xanthe;;;;;;;;;;;;;
TUR_876;Paphlagonia;;;;;;;;;;;;;
TUR_880;Bithynia;;;;;;;;;;;;;
TUR_3584;Lycia;;;;;;;;;;;;;
TUR_877;Pisidia;;;;;;;;;;;;;
TUR_882;Trebizond;;;;;;;;;;;;;
TUR_890;Van;;;;;;;;;;;;;
TUR_893;Diyarbakir;;;;;;;;;;;;;
TUR_894;Cilicia;;;;;;;;;;;;;
RUS_940;Pinsk;;;;;;;;;;;;;
PROV1082;Haishenwai;;;;;;;;;;;;;
JAP_1086;Sakhalin;;;;;;;;;;;;;
PROV1087;Otomari;;;;;;;;;;;;;
JAP_1088;Ezo;;;;;;;;;;;;;
AST_1097;New Caledonia;;;;;;;;;;;;;
PER_1116;Mazandaran;;;;;;;;;;;;;
PER_1128;Lorestan;;;;;;;;;;;;;
PER_1132;Khuzestan;;;;;;;;;;;;;
PER_1136;Fars;;;;;;;;;;;;;
PER_1140;Kerman;;;;;;;;;;;;;
KOK_1210;Bandakshan;;;;;;;;;;;;;
AFG_1214;Kunduz;;;;;;;;;;;;;
PAN_1233;Amritsar;;;;;;;;;;;;;
ENG_1244;Awadh;;;;;;;;;;;;;
NEP_1326;Western Himalayas;;;;;;;;;;;;;
SIA_1352;Pattani;;;;;;;;;;;;;
SIA_1355;Wa;;;;;;;;;;;;;
LUA_1356;New Khmer;;;;;;;;;;;;;
SIA_1358;Isan;;;;;;;;;;;;;
PROV1360;Xiangabouli;;;;;;;;;;;;;
DAI_1369;Tonkin;;;;;;;;;;;;;
DAI_1375;Annam;;;;;;;;;;;;;
DAI_1380;Cochinchina;;;;;;;;;;;;;
ENG_1384;Southern Malaya;;;;;;;;;;;;;
ENG_1391;Northern Malaya;;;;;;;;;;;;;
SIA_1392;Lavo;;;;;;;;;;;;;
BRU_1394;Laans-Rõhelimetsämaa;;;;;;;;;;;;;
BRU_1396;Põhja-Rõhelimetsämaa;;;;;;;;;;;;;
NET_1413;Laans-Öökaugesaare;;;;;;;;;;;;;
NET_1418;Idaa-Öökaugesaare;;;;;;;;;;;;;
NET_1423;Etelna-Rõhelimetsämaa;;;;;;;;;;;;;
NET_1426;Idaa-Rõhelimetsämaa;;;;;;;;;;;;;
BAL_1438;Tüühandsaaremaed;;;;;;;;;;;;;
NET_1446;Timor;;;;;;;;;;;;;
NET_1447;Kinõversaare;;;;;;;;;;;;;
NET_1449;Raudäsaare;;;;;;;;;;;;;
NET_1451;Bátorsziget;;;;;;;;;;;;;
SPA_1463;Lahanepõõlisaared;;;;;;;;;;;;
